plant,fragment,insect,date,site
Solidago chilensis,C-vias,Curculionidae sp12,Mar.11,SC
Oxalis violeta,C-leon,x,Nov.10,SC
Hirschfeldia incana,C-leon,Allograpta exotica,Nov.10,SC
Hirschfeldia incana,C-leon,Astylus quadrilineatus,Nov.10,SC
Hirschfeldia incana,C-leon,Toxomerus sp.,Nov.10,SC
Hirschfeldia incana,C-leon,Dilophus sp.,Nov.10,SC
Hirschfeldia incana,C-leon,Polybia scutellaris,Nov.10,SC
Conium maculatum,C-leon,Astylus quadrilineatus,Nov.10,SC
Conium maculatum,C-leon,Dilophus sp.,Nov.10,SC
Conium maculatum,C-leon,Toxomerus sp.,Nov.10,SC
Conium maculatum,C-leon,Trichopoda sp.1,Nov.10,SC
Conium maculatum,C-leon,Allograpta exotica,Nov.10,SC
Conium maculatum,C-leon,Palpada elegans,Nov.10,SC
Geranium sp.,C-leon,Toxomerus sp.,Nov.10,SC
Sonchus sp.,C-leon,x,Nov.10,SC
Viola arvensis,C-leon,x,Nov.10,SC
Verbena bonariensis,C-leon,x,Nov.10,SC
Conium maculatum,C-leon,Apis mellifera,Nov.10,SC
Conium maculatum,C-leon,Brachigastra sp.,Nov.10,SC
Hirschfeldia incana,C-leon,Apis mellifera,Nov.10,SC
Hirschfeldia incana,C-leon,Strymon eurytulus,Dic.10,SC
Hirschfeldia incana,C-leon,Toxomerus sp.,Dic.10,SC
Hirschfeldia incana,C-leon,Allograpta exotica,Dic.10,SC
Hirschfeldia incana,C-leon,Apis mellifera,Dic.10,SC
Hirschfeldia incana,C-leon,Astylus quadrilineatus,Dic.10,SC
Hirschfeldia incana,C-leon,Polybia scutellaris,Dic.10,SC
Hirschfeldia incana,C-leon,Pyrgus communis,Dic.10,SC
Conium maculatum,C-leon,Allograpta exotica,Dic.10,SC
Conium maculatum,C-leon,Toxomerus sp.,Dic.10,SC
Carduus acanthoides,C-leon,Apis mellifera,Dic.10,SC
Geranium sp.,C-leon,x,Dic.10,SC
Verbena bonariensis,C-leon,Toxomerus sp.,Dic.10,SC
Verbena bonariensis,C-leon,Allograpta exotica,Dic.10,SC
Turnera sidioides,C-leon,x,Dic.10,SC
Oxypetalum solanoides,C-leon,x,Dic.10,SC
Cirsium vulgare,C-leon,Lerodea eufala,Dic.10,SC
Cirsium vulgare,C-leon,Tatochila sp.,Dic.10,SC
Physalis viscosa,C-leon,x,Dic.10,SC
Sonchus sp.,C-leon,x,Dic.10,SC
Oxypetalum solanoides,C-leon,x,Dic.10,SC
Carduus acanthoides,C-leon,Euptoieta claudia,Dic.10,SC
Carduus acanthoides,C-leon,Diabrotica speciosa,Dic.10,SC
Cirsium vulgare,C-leon,Tatochila sp.,Dic.10,SC
Hirschfeldia incana,C-leon,Toxomerus sp.,Dic.10,SC
Hirschfeldia incana,C-leon,Allograpta exotica,Dic.10,SC
Carduus acanthoides,C-leon,Chrysomelidae sp2,Dic.10,SC
Carduus acanthoides,C-leon,Apis mellifera,Dic.10,SC
Carduus acanthoides,C-leon,Melissodes tintinnas,Ene.11,SC
Cirsium vulgare,C-leon,x,Ene.11,SC
Hirschfeldia incana,C-leon,x,Ene.11,SC
Sonchus sp.,C-leon,x,Ene.11,SC
Baccharis pingraea,C-leon,x,Ene.11,SC
Verbena bonariensis,C-leon,x,Ene.11,SC
Araujia angustifolia,C-leon,x,Ene.11,SC
Carduus acanthoides,C-leon,Apis mellifera,Ene.11,SC
Carduus acanthoides,C-leon,Allograpta exotica,Ene.11,SC
Carduus acanthoides,C-leon,Tatochila sp.,Ene.11,SC
Lactuca serriola,C-leon,x,Ene.11,SC
Cirsium vulgare,C-leon,Hylephila phyleus,Ene.11,SC
Carduus acanthoides,C-leon,Dialictus sp.21,Ene.11,SC
Lactuca serriola,C-leon,x,Feb.11,SC
Cirsium vulgare,C-leon,x,Feb.11,SC
Carduus acanthoides,C-leon,x,Feb.11,SC
Baccharis pingraea,C-leon,Strymon eurytulus,Feb.11,SC
Baccharis pingraea,C-leon,Allograpta exotica,Feb.11,SC
Physalis viscosa,C-leon,x,Feb.11,SC
Verbena bonariensis,C-leon,x,Feb.11,SC
Eryngium pandanifolium,C-leon,Apis mellifera,Feb.11,SC
Araujia angustifolia,C-leon,x,Feb.11,SC
Hirschfeldia incana,C-leon,x,Feb.11,SC
Sonchus sp.,C-leon,x,Feb.11,SC
Oxypetalum solanoides,C-leon,x,Feb.11,SC
Carduus acanthoides,C-leon,Apis mellifera,Feb.11,SC
Cirsium vulgare,C-leon,Apis mellifera,Feb.11,SC
Datura ferox,C-leon,Dialictus sp.,Feb.11,SC
Baccharis pingraea,C-leon,Strymon eurytulus,Feb.11,SC
Eryngium pandanifolium,C-leon,Allograpta exotica,Feb.11,SC
Carduus acanthoides,C-leon,Hylephila phyleus,Feb.11,SC
Conium maculatum,C-leon,x,Feb.11,SC
Cirsium vulgare,C-leon,Hylephila phyleus,Mar.11,SC
Cirsium vulgare,C-leon,Allograpta exotica,Mar.11,SC
Cirsium vulgare,C-leon,Tatochila sp.,Mar.11,SC
Cirsium vulgare,C-leon,Coleas lesbia,Mar.11,SC
Cirsium vulgare,C-leon,Rachiplusia nu,Mar.11,SC
Carduus acanthoides,C-leon,x,Mar.11,SC
Hirschfeldia incana,C-leon,Allograpta exotica,Mar.11,SC
Hirschfeldia incana,C-leon,Rachiplusia nu,Mar.11,SC
Baccharis pingraea,C-leon,Pyrgus communis,Mar.11,SC
Baccharis pingraea,C-leon,Allograpta exotica,Mar.11,SC
Baccharis pingraea,C-leon,Apis mellifera,Mar.11,SC
Baccharis pingraea,C-leon,Coleas lesbia,Mar.11,SC
Baccharis pingraea,C-leon,Hylephila phyleus,Mar.11,SC
Baccharis pingraea,C-leon,Strymon eurytulus,Mar.11,SC
Baccharis pingraea,C-leon,Pampasatyrus periphas,Mar.11,SC
Baccharis pingraea,C-leon,Chauliognathus scriptus,Mar.11,SC
Baccharis pingraea,C-leon,Euptoieta claudia,Mar.11,SC
Conyza bonariensis,C-leon,x,Mar.11,SC
Verbena bonariensis,C-leon,Pyrgus communis,Mar.11,SC
Araujia angustifolia,C-leon,x,Mar.11,SC
Eryngium pandanifolium,C-leon,Tabanidae sp,Mar.11,SC
Eryngium pandanifolium,C-leon,Dilophus sp.,Mar.11,SC
Eryngium pandanifolium,C-leon,Polybia scutellaris,Mar.11,SC
Bidens subalternans,C-leon,x,Mar.11,SC
Solidago chilensis,C-leon,Strymon eurytulus,Mar.11,SC
Solanum pilcomayense,C-leon,x,Mar.11,SC
Verbena intermedia,C-leon,x,Mar.11,SC
Cirsium vulgare,C-leon,Hylephila phyleus,Mar.11,SC
Cirsium vulgare,C-leon,Tatochila sp.,Mar.11,SC
Cirsium vulgare,C-leon,Danaus sp.,Mar.11,SC
Baccharis pingraea,C-leon,Coleas lesbia,Mar.11,SC
Baccharis pingraea,C-leon,Pyrgus communis,Mar.11,SC
Hirschfeldia incana,C-leon,Apis mellifera,Mar.11,SC
Baccharis pingraea,C-leon,Danaus sp.,Mar.11,SC
Cirsium vulgare,C-leon,Thespieus catochra,Mar.11,SC
Solanum pilcomayense,C-leon,x,Mar.11,SC
Cirsium vulgare,C-leon,Campsomeris sp1,Mar.11,SC
Aster squamatus,1agr,Dialictus sp.1,Nov.10,LC
Aster squamatus,1agr,Allograpta exotica,Nov.10,LC
Sisyrinchium platense,1agr,Toxomerus sp.,Nov.10,LC
Sisyrinchium platense,1agr,Toxomerus sp.,Nov.10,LC
Hypochoeris radicata,1agr,Dialictus sp.1,Nov.10,LC
Lythrum sp.,2agr,Toxomerus sp.,Nov.10,LC
Sisyrinchium platense,Cl,Toxomerus sp.,Nov.10,LC
Acmella decumbens,Cl,Toxomerus sp.,Nov.10,LC
Aster squamatus,Cl,Oxysarcodexia varia,Nov.10,LC
Lythrum sp.,2agr,Toxomerus sp.,Nov.10,LC
Lythrum sp.,2agr,Toxomerus sp.,Nov.10,LC
Sisyrinchium platense,2agr,Toxomerus sp.,Nov.10,LC
Lythrum sp.,2agr,Toxomerus sp.,Nov.10,LC
Cypella herbertii,2agr,Chalepogenus roitmani,Nov.10,LC
Cypella herbertii,2agr,Oxysarcodexia varia,Nov.10,LC
Cypella herbertii,1agr,Dialictus sp.1,Nov.10,LC
Lythrum sp.,2agr,Toxomerus sp.,Nov.10,LC
Lythrum sp.,2agr,Toxomerus sp.,Nov.10,LC
Lythrum sp.,2agr,Toxomerus sp.,Nov.10,LC
Sisyrinchium platense,2agr,Toxomerus sp.,Nov.10,LC
Sisyrinchium platense,2agr,Lerodea eufala,Nov.10,LC
Sisyrinchium platense,1agr,Toxomerus sp.,Nov.10,LC
Lythrum sp.,1agr,Toxomerus sp.,Nov.10,LC
Cypella herbertii,1agr,Oxysarcodexia varia,Nov.10,LC
Lythrum sp.,1agr,Toxomerus sp.,Nov.10,LC
Sisyrinchium platense,1agr,Toxomerus sp.,Nov.10,LC
Sisyrinchium platense,Cl,Toxomerus sp.,Nov.10,LC
Acmella decumbens,2agr,Dialictus sp.1,Nov.10,LC
Sisyrinchium platense,1agr,Lerodea eufala,Nov.10,LC
Acmella decumbens,1agr,Dialictus sp.1,Nov.10,LC
Acmella decumbens,1agr,Dialictus sp.1,Nov.10,LC
Eryngium ebracteatum,Cl,Aristosyrphus sp.,Nov.10,LC
Acmella decumbens,Cerca,Chauliognatus scriptus,Nov.10,LC
Lythrum sp.,2agr,Toxomerus sp.,Nov.10,LC
Aster squamatus,2agr,Toxomerus sp.,Nov.10,LC
Picrocia longifolia,1agr,Toxomerus sp.,Nov.10,LC
Acmella decumbens,1agr,Dialictus sp.1,Nov.10,LC
Eryngium ebracteatum,Cl,Oxysarcodexia varia,Nov.10,LC
Eryngium ebracteatum,Cl,Oxysarcodexia varia,Nov.10,LC
Aster squamatus,Cl,Oxysarcodexia varia,Nov.10,LC
Aster squamatus,1agr,Dialictus sp.1,Nov.10,LC
Sisyrinchium platense,1agr,Lerodea eufala,Nov.10,LC
Lythrum sp.,1agr,Toxomerus sp.,Nov.10,LC
Sisyrinchium platense,1agr,Toxomerus sp.,Nov.10,LC
Eryngium ebracteatum,Cl,Allograpta exotica,Dic.10,LC
Eryngium ebracteatum,Cl,Allograpta exotica,Dic.10,LC
Eryngium ebracteatum,Cl,Oxysarcodexia varia,Dic.10,LC
Eryngium ebracteatum,Cl,Oxysarcodexia varia,Dic.10,LC
Eryngium ebracteatum,Cl,Chauliognatus scriptus,Dic.10,LC
Eryngium ebracteatum,Cl,Plutallidae sp1,Dic.10,LC
Eryngium ebracteatum,Cl,Tiphia sp.,Dic.10,LC
Eryngium ebracteatum,Cl,Tiphia sp.,Dic.10,LC
Eryngium ebracteatum,Cl,Allograpta exotica,Dic.10,LC
Eryngium ebracteatum,Cl,Allograpta exotica,Dic.10,LC
Eryngium ebracteatum,Cl,Allograpta exotica,Dic.10,LC
Eryngium ebracteatum,Cl,Allograpta exotica,Dic.10,LC
Eryngium ebracteatum,Cl,Allograpta exotica,Dic.10,LC
Eryngium ebracteatum,Cl,Chauliognatus scriptus,Dic.10,LC
Eryngium ebracteatum,Cl,Allograpta exotica,Dic.10,LC
Hypochoeris radicata,1agr,Dialictus sp.1,Dic.10,LC
Acmella decumbens,1agr,Tephritidae sp2,Dic.10,LC
Eryngium ebracteatum,1agr,Chauliognatus scriptus,Dic.10,LC
Eryngium ebracteatum,1agr,Allograpta exotica,Dic.10,LC
Eryngium ebracteatum,1agr,Oxysarcodexia varia,Dic.10,LC
Eryngium ebracteatum,1agr,Oxysarcodexia varia,Dic.10,LC
Eryngium ebracteatum,1agr,Allograpta exotica,Dic.10,LC
Eryngium ebracteatum,1agr,Allograpta exotica,Dic.10,LC
Eryngium ebracteatum,1agr,Chauliognatus scriptus,Dic.10,LC
Eryngium ebracteatum,1agr,Tiphia sp.,Dic.10,LC
Eryngium ebracteatum,1agr,Tiphia sp.,Dic.10,LC
Vernonia mollissima,2agr,Neorhynchocephalus sp1,Dic.10,LC
Vernonia mollissima,2agr,Oxysarcodexia varia,Dic.10,LC
Asclepia mellodora,2agr,Dialictus sp.1,Dic.10,LC
Asclepia mellodora,2agr,Dialictus sp.1,Dic.10,LC
Cypella herbertii,2agr,Dialictus sp.1,Dic.10,LC
Eryngium ebracteatum,2agr,Oxysarcodexia varia,Dic.10,LC
Eryngium ebracteatum,2agr,Allograpta exotica,Dic.10,LC
Eryngium ebracteatum,2agr,Oxysarcodexia varia,Dic.10,LC
Eryngium ebracteatum,2agr,Allograpta exotica,Dic.10,LC
Eryngium ebracteatum,2agr,Oxysarcodexia varia,Dic.10,LC
Eryngium ebracteatum,2agr,Oxysarcodexia varia,Dic.10,LC
Eryngium ebracteatum,2agr,Oxysarcodexia varia,Dic.10,LC
Eryngium ebracteatum,2agr,Tiphia sp.,Dic.10,LC
Eryngium ebracteatum,2agr,Tiphia sp.,Dic.10,LC
Eryngium ebracteatum,2agr,Allograpta exotica,Dic.10,LC
Eryngium ebracteatum,2agr,Allograpta exotica,Dic.10,LC
Eryngium ebracteatum,2agr,Allograpta exotica,Dic.10,LC
Eryngium ebracteatum,2agr,Allograpta exotica,Dic.10,LC
Eryngium ebracteatum,2agr,Chauliognatus scriptus,Dic.10,LC
Mentha pulegium,2agr,Myzinum sp1,Dic.10,LC
Mentha pulegium,2agr,Myzinum sp1,Dic.10,LC
Eryngium ebracteatum,2agr,Oxysarcodexia varia,Dic.10,LC
Eryngium ebracteatum,2agr,Chauliognatus scriptus,Dic.10,LC
Eryngium ebracteatum,2agr,Oxysarcodexia varia,Dic.10,LC
Eryngium ebracteatum,Cl,Oxysarcodexia varia,Dic.10,LC
Eryngium ebracteatum,Cl,Oxysarcodexia varia,Dic.10,LC
Eryngium ebracteatum,Cl,Tiphia sp.,Dic.10,LC
Eryngium ebracteatum,Cl,Dialictus sp.1,Dic.10,LC
Acmella decumbens,Cl,Plutallidae sp1,Dic.10,LC
Eryngium ebracteatum,Cl,Chauliognatus scriptus,Dic.10,LC
Eryngium ebracteatum,Cl,Chauliognatus scriptus,Dic.10,LC
Eryngium ebracteatum,Cl,Allograpta exotica,Dic.10,LC
Eryngium ebracteatum,Cl,Allograpta exotica,Dic.10,LC
Eryngium ebracteatum,Cl,Allograpta exotica,Dic.10,LC
Mentha pulegium,1agr,Oxysarcodexia varia,Dic.10,LC
Lotus tenuis,1agr,Chalepogenus roitmani,Dic.10,LC
Eryngium ebracteatum,1agr,Oxysarcodexia varia,Dic.10,LC
Eryngium ebracteatum,1agr,Oxysarcodexia varia,Dic.10,LC
Eryngium ebracteatum,1agr,Chauliognatus scriptus,Dic.10,LC
Eryngium ebracteatum,1agr,Allograpta exotica,Dic.10,LC
Eryngium ebracteatum,1agr,Dialictus sp.1,Dic.10,LC
Eryngium ebracteatum,1agr,Oxysarcodexia varia,Dic.10,LC
Eryngium ebracteatum,1agr,Chauliognatus scriptus,Dic.10,LC
Eryngium ebracteatum,1agr,Oxysarcodexia varia,Dic.10,LC
Eryngium ebracteatum,1agr,Oxysarcodexia varia,Dic.10,LC
Eryngium ebracteatum,1agr,Oxysarcodexia varia,Dic.10,LC
Eryngium ebracteatum,1agr,Allograpta exotica,Dic.10,LC
Eryngium ebracteatum,1agr,Allograpta exotica,Dic.10,LC
Eryngium ebracteatum,1agr,Allograpta exotica,Dic.10,LC
Eryngium ebracteatum,1agr,Tiphia sp.,Dic.10,LC
Eryngium ebracteatum,2agr,Oxysarcodexia varia,Ene.11,LC
Eryngium ebracteatum,2agr,Oxysarcodexia varia,Ene.11,LC
Eryngium ebracteatum,2agr,Oxysarcodexia varia,Ene.11,LC
Eryngium ebracteatum,2agr,Tricharaea occidua,Ene.11,LC
Eryngium ebracteatum,2agr,Tricharaea occidua,Ene.11,LC
Eryngium ebracteatum,2agr,Tricharaea occidua,Ene.11,LC
Eryngium ebracteatum,2agr,Tricharaea occidua,Ene.11,LC
Eryngium ebracteatum,2agr,Tricharaea occidua,Ene.11,LC
Eryngium ebracteatum,2agr,Coleoptera sp6,Ene.11,LC
Nothoscordum euosimum,2agr,Dialictus sp.1,Ene.11,LC
Stemodia lanceolata,2agr,Dialictus sp.1,Ene.11,LC
Cuphea glutinosa,2agr,Dialictus sp.1,Ene.11,LC
Cypella herbertii,2agr,Oxysarcodexia varia,Ene.11,LC
Cypella herbertii,2agr,Dialictus sp.1,Ene.11,LC
Eryngium ebracteatum,2agr,Chauliognatus scriptus,Ene.11,LC
Eryngium ebracteatum,2agr,Chauliognatus scriptus,Ene.11,LC
Eryngium ebracteatum,2agr,Coleoptera sp4,Ene.11,LC
Eryngium ebracteatum,2agr,Tricharaea occidua,Ene.11,LC
Eryngium ebracteatum,2agr,Tricharaea occidua,Ene.11,LC
Eryngium ebracteatum,2agr,Tricharaea occidua,Ene.11,LC
Eryngium ebracteatum,2agr,Tricharaea occidua,Ene.11,LC
Eryngium ebracteatum,2agr,Oxysarcodexia varia,Ene.11,LC
Eryngium ebracteatum,2agr,Oxysarcodexia varia,Ene.11,LC
Eryngium ebracteatum,2agr,Oxysarcodexia varia,Ene.11,LC
Eryngium ebracteatum,2agr,Chauliognatus scriptus,Ene.11,LC
Eryngium ebracteatum,2agr,Coleoptera sp6,Ene.11,LC
Eryngium ebracteatum,2agr,Oxysarcodexia varia,Ene.11,LC
Eryngium ebracteatum,2agr,Oxysarcodexia varia,Ene.11,LC
Eryngium ebracteatum,2agr,Tricharaea occidua,Ene.11,LC
Eryngium ebracteatum,2agr,Tricharaea occidua,Ene.11,LC
Eryngium ebracteatum,2agr,Tricharaea occidua,Ene.11,LC
Eryngium ebracteatum,2agr,Tricharaea occidua,Ene.11,LC
Eryngium horridum,Cl,Coleoptera sp4,Ene.11,LC
Cypella herbertii,Cl,Dialictus sp.1,Ene.11,LC
Mentha pulegium,Cl,Lampyridae sp2,Ene.11,LC
Eryngium coronatum,Cl,Chauliognatus scriptus,Ene.11,LC
Eryngium ebracteatum,1agr,Oxysarcodexia varia,Ene.11,LC
Eryngium ebracteatum,1agr,Oxysarcodexia varia,Ene.11,LC
Eryngium ebracteatum,1agr,Oxysarcodexia varia,Ene.11,LC
Eryngium ebracteatum,1agr,Tachinidae sp2,Ene.11,LC
Cypella herbertii,1agr,Dialictus sp.1,Ene.11,LC
Cypella herbertii,1agr,Oxysarcodexia varia,Ene.11,LC
Eryngium ebracteatum,1agr,Myzinum sp5,Ene.11,LC
Eryngium ebracteatum,1agr,Coleoptera sp6,Ene.11,LC
Eryngium ebracteatum,1agr,Oxysarcodexia varia,Ene.11,LC
Eryngium ebracteatum,1agr,Oxysarcodexia varia,Ene.11,LC
Eryngium ebracteatum,1agr,Oxysarcodexia varia,Ene.11,LC
Eryngium ebracteatum,1agr,Oxysarcodexia varia,Ene.11,LC
Eryngium ebracteatum,1agr,Oxysarcodexia varia,Ene.11,LC
Eryngium ebracteatum,1agr,Oxysarcodexia varia,Ene.11,LC
Eryngium ebracteatum,1agr,Oxysarcodexia varia,Ene.11,LC
Eryngium ebracteatum,1agr,Oxysarcodexia varia,Ene.11,LC
Eryngium ebracteatum,1agr,Tricharaea occidua,Ene.11,LC
Eryngium ebracteatum,1agr,Tricharaea occidua,Ene.11,LC
Nothoscordum euosimum,1agr,Dialictus sp.1,Ene.11,LC
Nothoscordum euosimum,1agr,Dialictus sp.1,Ene.11,LC
Eryngium ebracteatum,1agr,Coleoptera sp6,Ene.11,LC
Eryngium ebracteatum,1agr,Coleoptera sp6,Ene.11,LC
Eryngium ebracteatum,1agr,Tricharaea occidua,Ene.11,LC
Eryngium ebracteatum,1agr,Tricharaea occidua,Ene.11,LC
Eryngium ebracteatum,1agr,Tricharaea occidua,Ene.11,LC
Eryngium ebracteatum,1agr,Oxysarcodexia varia,Ene.11,LC
Eryngium ebracteatum,1agr,Oxysarcodexia varia,Ene.11,LC
Eryngium ebracteatum,1agr,Oxysarcodexia varia,Ene.11,LC
Eryngium ebracteatum,1agr,Oxysarcodexia varia,Ene.11,LC
Eryngium ebracteatum,1agr,Oxysarcodexia varia,Ene.11,LC
Eryngium ebracteatum,1agr,Oxysarcodexia varia,Ene.11,LC
Eryngium ebracteatum,1agr,Oxysarcodexia varia,Ene.11,LC
Eryngium ebracteatum,1agr,Oxysarcodexia varia,Ene.11,LC
Eryngium ebracteatum,1agr,Oxysarcodexia varia,Ene.11,LC
Eryngium ebracteatum,1agr,Oxysarcodexia varia,Ene.11,LC
Eryngium coronatum,2agr,Dialictus sp.1,Ene.11,LC
Eryngium ebracteatum,2agr,Oxysarcodexia varia,Ene.11,LC
Eryngium ebracteatum,2agr,Oxysarcodexia varia,Ene.11,LC
Eryngium ebracteatum,2agr,Oxysarcodexia varia,Ene.11,LC
Eryngium ebracteatum,2agr,Oxysarcodexia varia,Ene.11,LC
Eryngium ebracteatum,2agr,Dialictus sp.1,Ene.11,LC
Eryngium ebracteatum,2agr,Tricharaea occidua,Ene.11,LC
Eryngium ebracteatum,2agr,Oxysarcodexia varia,Ene.11,LC
Eryngium ebracteatum,2agr,Pseudomops neglecta,Ene.11,LC
Nothoscordum euosimum,2agr,Dialictus sp.1,Ene.11,LC
Eryngium coronatum,2agr,Dialictus sp.1,Ene.11,LC
Eryngium coronatum,2agr,Dialictus sp.1,Ene.11,LC
Eryngium ebracteatum,2agr,Tricharaea occidua,Ene.11,LC
Eryngium ebracteatum,2agr,Coleoptera sp6,Ene.11,LC
Eryngium ebracteatum,2agr,Chauliognatus scriptus,Ene.11,LC
Nothoscordum euosimum,2agr,Dialictus sp.1,Ene.11,LC
Cypella herbertii,2agr,Dialictus sp.1,Ene.11,LC
Nothoscordum euosimum,2agr,Dialictus sp.1,Ene.11,LC
Lotus tenuis,1agr,Apis mellifera,Ene.11,LC
Acmella decumbens,1agr,Dialictus sp.1,Ene.11,LC
Eryngium ebracteatum,1agr,Tricharaea occidua,Ene.11,LC
Eryngium ebracteatum,1agr,Oxysarcodexia varia,Ene.11,LC
Eryngium ebracteatum,1agr,Tricharaea occidua,Ene.11,LC
Eryngium ebracteatum,1agr,Tricharaea occidua,Ene.11,LC
Stemodia lanceolata,1agr,Dialictus sp.1,Ene.11,LC
Eryngium ebracteatum,1agr,Tachinidae sp10,Ene.11,LC
Nothoscordum euosimum,1agr,Dialictus sp.1,Ene.11,LC
Nothoscordum euosimum,1agr,Dialictus sp.1,Ene.11,LC
Nothoscordum euosimum,1agr,Dialictus sp.1,Ene.11,LC
Cypella herbertii,1agr,Curculionidae sp10,Ene.11,LC
Cirsium vulgare,Cl,Curculionidae sp10,Ene.11,LC
Nothoscordum euosimum,Cl,Ceratina montana,Ene.11,LC
Mentha pulegium,Cl,Myzinum sp5,Ene.11,LC
Mentha pulegium,Cl,Myzinum sp1,Ene.11,LC
Nothoscordum euosimum,2agr,Dialictus sp.1,Feb.11,LC
Nothoscordum euosimum,2agr,Dialictus sp.1,Feb.11,LC
Eryngium ebracteatum,2agr,Tachinidae sp2,Feb.11,LC
Eryngium ebracteatum,2agr,Oxysarcodexia varia,Feb.11,LC
Eryngium ebracteatum,2agr,Oxysarcodexia varia,Feb.11,LC
Eryngium ebracteatum,2agr,Oxysarcodexia varia,Feb.11,LC
Eryngium ebracteatum,2agr,Oxysarcodexia varia,Feb.11,LC
Eryngium ebracteatum,2agr,Oxysarcodexia varia,Feb.11,LC
Eryngium ebracteatum,2agr,Oxysarcodexia varia,Feb.11,LC
Eryngium ebracteatum,2agr,Tricharaea occidua,Feb.11,LC
Eryngium ebracteatum,2agr,Tricharaea occidua,Feb.11,LC
Eryngium ebracteatum,2agr,Tricharaea occidua,Feb.11,LC
Cypella herbertii,2agr,Dialictus sp.1,Feb.11,LC
Cypella herbertii,2agr,Oxysarcodexia varia,Feb.11,LC
Cypella herbertii,2agr,Oxysarcodexia varia,Feb.11,LC
Phyla canescens,2agr,Dialictus sp.1,Feb.11,LC
Vernonia mollissima,2agr,Bombus bellicosus,Feb.11,LC
Aster squamatus,2agr,Dialictus sp.1,Feb.11,LC
Eryngium ebracteatum,2agr,Oxysarcodexia varia,Feb.11,LC
Eryngium ebracteatum,2agr,Oxysarcodexia varia,Feb.11,LC
Eryngium ebracteatum,2agr,Oxysarcodexia varia,Feb.11,LC
Eryngium ebracteatum,2agr,Oxysarcodexia varia,Feb.11,LC
Eryngium ebracteatum,2agr,Oxysarcodexia varia,Feb.11,LC
Eryngium ebracteatum,2agr,Oxysarcodexia varia,Feb.11,LC
Eryngium ebracteatum,2agr,Oxysarcodexia varia,Feb.11,LC
Eryngium ebracteatum,2agr,Oxysarcodexia varia,Feb.11,LC
Eryngium ebracteatum,2agr,Tricharaea occidua,Feb.11,LC
Eryngium ebracteatum,2agr,Tricharaea occidua,Feb.11,LC
Eryngium ebracteatum,2agr,Tricharaea occidua,Feb.11,LC
Eryngium ebracteatum,2agr,Oxysarcodexia varia,Feb.11,LC
Eryngium ebracteatum,2agr,Oxysarcodexia varia,Feb.11,LC
Eryngium ebracteatum,2agr,Oxysarcodexia varia,Feb.11,LC
Eryngium ebracteatum,2agr,Oxysarcodexia varia,Feb.11,LC
Eryngium ebracteatum,2agr,Oxysarcodexia varia,Feb.11,LC
Eryngium ebracteatum,2agr,Oxysarcodexia varia,Feb.11,LC
Eryngium ebracteatum,2agr,Oxysarcodexia varia,Feb.11,LC
Eryngium ebracteatum,2agr,Oxysarcodexia varia,Feb.11,LC
Eryngium ebracteatum,2agr,Oxysarcodexia varia,Feb.11,LC
Eryngium ebracteatum,2agr,Tricharaea occidua,Feb.11,LC
Eryngium ebracteatum,2agr,Tricharaea occidua,Feb.11,LC
Eryngium ebracteatum,2agr,Tricharaea occidua,Feb.11,LC
Eryngium ebracteatum,2agr,Tricharaea occidua,Feb.11,LC
Eryngium ebracteatum,2agr,Tricharaea occidua,Feb.11,LC
Eryngium ebracteatum,2agr,Tricharaea occidua,Feb.11,LC
Eryngium ebracteatum,2agr,Tricharaea occidua,Feb.11,LC
Eryngium ebracteatum,2agr,Tricharaea occidua,Feb.11,LC
Eryngium ebracteatum,2agr,Tricharaea occidua,Feb.11,LC
Eryngium ebracteatum,2agr,Tricharaea occidua,Feb.11,LC
Eryngium ebracteatum,2agr,Tricharaea occidua,Feb.11,LC
Eryngium ebracteatum,2agr,Lampyridae sp1,Feb.11,LC
Eryngium ebracteatum,2agr,Coleoptera sp4,Feb.11,LC
Pluchea sp.,Cl,Dialictus sp.1,Feb.11,LC
Pluchea sp.,Cl,Polistes cinerascens,Feb.11,LC
Pluchea sp.,Cl,Pachodynerus argentinus,Feb.11,LC
Acmella decumbens,Cl,Plutallidae sp1,Feb.11,LC
Cirsium vulgare,Cl,Curculionidae sp10,Feb.11,LC
Aster squamatus,Cl,Augochloropsis sp. 2,Feb.11,LC
Cypella herbertii,1agr,Dialictus sp.1,Feb.11,LC
Eryngium ebracteatum,1agr,Tachinidae sp2,Feb.11,LC
Eryngium ebracteatum,1agr,Oxysarcodexia varia,Feb.11,LC
Eryngium ebracteatum,1agr,Oxysarcodexia varia,Feb.11,LC
Eryngium ebracteatum,1agr,Oxysarcodexia varia,Feb.11,LC
Eryngium ebracteatum,1agr,Oxysarcodexia varia,Feb.11,LC
Eryngium ebracteatum,1agr,Oxysarcodexia varia,Feb.11,LC
Eryngium ebracteatum,1agr,Tricharaea occidua,Feb.11,LC
Eryngium ebracteatum,1agr,Tricharaea occidua,Feb.11,LC
Eryngium ebracteatum,1agr,Tricharaea occidua,Feb.11,LC
Eryngium ebracteatum,1agr,Dialictus sp.1,Feb.11,LC
Eryngium ebracteatum,1agr,Tiphia sp.,Feb.11,LC
Eryngium ebracteatum,1agr,Tiphia sp.,Feb.11,LC
Baccharis pingraea,1agr,Myzinum sp1,Feb.11,LC
Baccharis pingraea,1agr,Myzinum sp5,Feb.11,LC
