plant,fragment,insect,date,site
Conyza bonariensis,A-pastura,Dialictus sp.8,Feb.11,AN
Conyza bonariensis,A-pastura,Tachysphex sp.,Feb.11,AN
Conyza bonariensis,A-pastura,Cerceris sp13,Feb.11,AN
Carduus acanthoides,A-pastura,Megachile (Acentron) sp3,Feb.11,AN
Carduus acanthoides,A-pastura,Tatochila sp.,Feb.11,AN
Conyza bonariensis,A-pastura,Cerceris sp14,Feb.11,AN
Conyza bonariensis,A-pastura,Ligaeidae sp1,Feb.11,AN
Salsola kali,A-alfalfa,Exomalopsis sp1.,Feb.11,AN
Medicago sativa,A-alfalfa,Apis mellifera,Feb.11,AN
Medicago sativa,A-alfalfa,Apis mellifera,Feb.11,AN
Medicago sativa,A-alfalfa,Apis mellifera,Feb.11,AN
Medicago sativa,A-alfalfa,Hylephila phyleus,Feb.11,AN
Salsola kali,A-alfalfa,Myzinum sp6,Feb.11,AN
Salsola kali,A-alfalfa,Apis mellifera,Feb.11,AN
Salsola kali,A-alfalfa,Apis mellifera,Feb.11,AN
Salsola kali,A-alfalfa,Apis mellifera,Feb.11,AN
Salsola kali,A-alfalfa,Apis mellifera,Feb.11,AN
Medicago sativa,A-alfalfa,Apis mellifera,Feb.11,AN
Medicago sativa,A-alfalfa,Apis mellifera,Feb.11,AN
Medicago sativa,A-alfalfa,Apis mellifera,Feb.11,AN
Medicago sativa,A-alfalfa,Apis mellifera,Feb.11,AN
Medicago sativa,A-alfalfa,Apis mellifera,Feb.11,AN
Medicago sativa,A-alfalfa,Apis mellifera,Feb.11,AN
Salsola kali,A-alfalfa,Apis mellifera,Feb.11,AN
Salsola kali,A-alfalfa,Apis mellifera,Feb.11,AN
Baccharis ulicina,C-pastura,Pachyminixi sp.,Feb.11,AN
Baccharis ulicina,C-pastura,Cerceris sp17,Feb.11,AN
Baccharis ulicina,C-pastura,Megachile (Dactylomegachile),Feb.11,AN
Baccharis ulicina,C-pastura,Colletes sp4,Feb.11,AN
Baccharis ulicina,C-pastura,Caenohalictus sp1,Feb.11,AN
Baccharis ulicina,C-pastura,Pseudagapostemon sp. 2,Feb.11,AN
Baccharis ulicina,C-pastura,Hemipenthes sp3,Feb.11,AN
Baccharis ulicina,C-pastura,Hemipenthes sp3,Feb.11,AN
Baccharis ulicina,C-pastura,Bombyliidae sp6,Feb.11,AN
Baccharis ulicina,C-pastura,Allograpta exotica,Feb.11,AN
Baccharis ulicina,C-pastura,Tachinidae sp4,Feb.11,AN
Baccharis ulicina,C-pastura,Cylindromyia sp.,Feb.11,AN
Baccharis ulicina,C-pastura,Villa sp1,Feb.11,AN
Baccharis ulicina,C-pastura,Heteroptera sp1,Feb.11,AN
Baccharis ulicina,C-pastura,Tachinidae sp41,Feb.11,AN
Baccharis ulicina,C-pastura,Bombyliidae sp8,Feb.11,AN
Baccharis ulicina,C-pastura,Colletes sp4,Feb.11,AN
Baccharis ulicina,C-pastura,Andrenidae sp3,Feb.11,AN
Baccharis ulicina,C-pastura,Augochloropsis sp. 7,Feb.11,AN
Baccharis ulicina,C-pastura,Ammophila sp.,Feb.11,AN
Prosopidastrum globosum,C-pastura,Dialictus sp.3,Feb.11,AN
Gaillardia megapotamica,A-alfalfa,Nemognatha sp1,Feb.11,AN
Gamochaeta sp.,A-alfalfa,Chrysididae sp2,Feb.11,AN
Medicago sativa,A-alfalfa,Strymon eurytulus,Feb.11,AN
Medicago sativa,A-alfalfa,Epicauta sp.,Feb.11,AN
Medicago sativa,A-alfalfa,Xylocopa ordinaria,Feb.11,AN
Physalis mendocina,A-alfalfa,Colletes sp1,Feb.11,AN
Schkuhria pinnata,A-alfalfa,Cerceris sp13,Feb.11,AN
Schkuhria pinnata,A-alfalfa,Trachypus spegazzini,Feb.11,AN
Schkuhria pinnata,A-alfalfa,Eucerini sp7,Feb.11,AN
Cuscuta sp.,A-alfalfa,Tachytes chilensis,Feb.11,AN
Conyza bonariensis,A-alfalfa,Cerceris sp10,Feb.11,AN
Conyza bonariensis,A-alfalfa,Anoplius sp9,Feb.11,AN
Conyza bonariensis,A-alfalfa,Perilalampus sp.,Feb.11,AN
Medicago sativa,A-alfalfa,Apis mellifera,Feb.11,AN
Medicago sativa,A-alfalfa,Apis mellifera,Feb.11,AN
Medicago sativa,A-alfalfa,Apis mellifera,Feb.11,AN
Medicago sativa,A-alfalfa,Hylephila phyleus,Feb.11,AN
Medicago sativa,A-alfalfa,Pyrgus communis,Feb.11,AN
Salsola kali,A-alfalfa,Apis mellifera,Feb.11,AN
Hirschfeldia incana,A-alfalfa,Melissodes rufithorax,Feb.11,AN
Conyza bonariensis,A-alfalfa,Bombyliidae sp5,Feb.11,AN
Conyza bonariensis,A-alfalfa,Myzinum sp2,Feb.11,AN
Conyza bonariensis,A-alfalfa,Melissodes rufithorax,Feb.11,AN
Physalis mendocina,A-alfalfa,Psaenythia sp3,Feb.11,AN
Medicago sativa,A-alfalfa,Centris tricolor,Feb.11,AN
Medicago sativa,A-alfalfa,Eucerini sp5,Feb.11,AN
Medicago sativa,A-alfalfa,Apis mellifera,Feb.11,AN
Medicago sativa,A-alfalfa,Apis mellifera,Feb.11,AN
Medicago sativa,A-alfalfa,Apis mellifera,Feb.11,AN
Conyza bonariensis,A-alfalfa,Cerceris sp13,Feb.11,AN
Conyza bonariensis,A-alfalfa,Oxybelus sp7,Feb.11,AN
Salsola kali,A-alfalfa,Apis mellifera,Feb.11,AN
Salsola kali,A-alfalfa,Psaenythia sp3,Feb.11,AN
Cirsium vulgare,A-pastura,Megachile (Pseudocentron) gomphrenoides,Feb.11,AN
Baccharis ulicina,A-pastura,Cerceris sp12,Feb.11,AN
Hirschfeldia incana,A-pastura,Psaenythia sp3,Feb.11,AN
Conyza bonariensis,A-pastura,Stenodynerus sp4,Feb.11,AN
Conyza bonariensis,A-pastura,Ammophila sp.,Feb.11,AN
Carduus acanthoides,A-pastura,Prionyx sp4,Feb.11,AN
Carduus acanthoides,A-pastura,Exomalopsis sp1.,Feb.11,AN
Carduus acanthoides,A-pastura,Augochloropsis sp. 9,Feb.11,AN
Carduus acanthoides,A-pastura,Chrysomelidae,Feb.11,AN
Conyza bonariensis,A-pastura,Cerceris sp13,Feb.11,AN
Baccharis ulicina,C-pastura,Bicyrtes sp.,Feb.11,AN
Baccharis ulicina,C-pastura,Monobia candei,Feb.11,AN
Baccharis ulicina,C-pastura,Monobia cingulata,Feb.11,AN
Baccharis ulicina,C-pastura,Poesilopompilus algidus fervidus,Feb.11,AN
Baccharis ulicina,C-pastura,Eucerini sp7,Feb.11,AN
Baccharis ulicina,C-pastura,Megachile (Pseudocentron) gomphrenoides,Feb.11,AN
Baccharis ulicina,C-pastura,Apis mellifera,Feb.11,AN
Baccharis ulicina,C-pastura,Xylocopa splendidula,Feb.11,AN
Baccharis ulicina,C-pastura,Hemipenthes sp3,Feb.11,AN
Baccharis ulicina,C-pastura,Allograpta exotica,Feb.11,AN
Baccharis ulicina,C-pastura,Pseudodoros clavatus,Feb.11,AN
Baccharis ulicina,C-pastura,Pachyminixi sp3,Feb.11,AN
Baccharis ulicina,C-pastura,Colletes bicolor,Feb.11,AN
Baccharis ulicina,C-pastura,Colletes sp4,Feb.11,AN
Baccharis ulicina,C-pastura,Heteroptera sp1,Feb.11,AN
Baccharis crispa,C-pastura,Tachinidae sp4,Mar.11,AN
Baccharis crispa,C-pastura,Anoplius sp11,Mar.11,AN
Baccharis crispa,C-pastura,Megacyllene sp.,Mar.11,AN
Bidens pilosa,C-pastura,Bombyliidae sp6,Mar.11,AN
Bidens pilosa,C-pastura,Bombyliidae sp6,Mar.11,AN
Schkuhria pinnata,A-alfalfa,Tachinidae sp39,Mar.11,AN
Schkuhria pinnata,A-alfalfa,Tachinidae sp17,Mar.11,AN
Conyza bonariensis,A-alfalfa,Cerceris sp10,Mar.11,AN
Conyza bonariensis,A-alfalfa,Tricharaea occidua,Mar.11,AN
Conyza bonariensis,A-alfalfa,Perilalampus sp.,Mar.11,AN
Salsola kali,C-alflafa,Bombyliidae sp6,Mar.11,AN
Salsola kali,C-alflafa,Myzinum sp7,Mar.11,AN
Salsola kali,C-alflafa,Heteroptera sp1,Mar.11,AN
Bidens pilosa,C-alflafa,Heteroptera sp1,Mar.11,AN
Baccharis ulicina,C-pastura,Thynninae sp2,Mar.11,AN
Carduus acanthoides,A-pastura,Chauliognatus scriptus,Mar.11,AN
Carduus acanthoides,A-pastura,Augochloropsis sp. 9,Mar.11,AN
Carduus acanthoides,A-pastura,Xylocopa splendidula,Mar.11,AN
Carduus acanthoides,A-pastura,Megachile (Dactylomegachile),Mar.11,AN
Carduus acanthoides,A-pastura,Prionyx sp3,Mar.11,AN
Carduus acanthoides,A-pastura,Prionyx sp4,Mar.11,AN
Carduus acanthoides,A-pastura,Chrysomelidae,Mar.11,AN
Cirsium vulgare,A-pastura,Xylocopa ordinaria,Mar.11,AN
Conyza bonariensis,A-pastura,Braconidae sp9,Mar.11,AN
Conyza bonariensis,A-pastura,Pachyminixi sp.,Mar.11,AN
Conyza bonariensis,A-pastura,Mutilidae sp3,Mar.11,AN
Conyza bonariensis,A-pastura,Bombyliidae sp5,Mar.11,AN
Conyza bonariensis,A-pastura,Dialictus sp.8,Mar.11,AN
Hirschfeldia incana,A-alfalfa,x,Nov.10,AN
Medicago sativa,A-alfalfa,x,Nov.10,AN
Gaillardia megapotamica,A-alfalfa,x,Nov.10,AN
Pfaffia gnaphaloides,A-alfalfa,x,Nov.10,AN
Conyza bonariensis,A-alfalfa,x,Nov.10,AN
Senecio sp.,A-alfalfa,x,Nov.10,AN
Physalis mendocina,A-alfalfa,x,Nov.10,AN
Carduus nutans,A-alfalfa,x,Nov.10,AN
Tragopogon sp.,A-alfalfa,x,Nov.10,AN
Nierembergia aristata,A-alfalfa,x,Nov.10,AN
Hysterionica jasionoides,A-alfalfa,x,Nov.10,AN
Thelesperma sp.,A-alfalfa,x,Nov.10,AN
Hirschfeldia incana,A-alfalfa,Apis mellifera,Nov.10,AN
Hirschfeldia incana,A-alfalfa,Astylus quadrilineatus,Nov.10,AN
Senecio sp.,A-alfalfa,Astylus quadrilineatus,Nov.10,AN
Medicago sativa,A-alfalfa,Apis mellifera,Nov.10,AN
Carduus nutans,A-alfalfa,Apis mellifera,Nov.10,AN
Solanum juvenale,C-alfalfa,x,Nov.10,AN
Sphaeralcea crispa,C-alfalfa,x,Nov.10,AN
Condalia microphylla,C-alfalfa,x,Nov.10,AN
Nierembergia aristata,C-alfalfa,x,Nov.10,AN
Turnera sidioides,C-alfalfa,x,Nov.10,AN
Pfaffia gnaphaloides,C-alfalfa,x,Nov.10,AN
Rhynchosia senna,C-alfalfa,x,Nov.10,AN
Lycium chilense,C-alfalfa,x,Nov.10,AN
Condalia microphylla,C-alfalfa,Apis mellifera,Nov.10,AN
Condalia microphylla,C-alfalfa,Colletes sp4,Nov.10,AN
Condalia microphylla,C-alfalfa,Polistes buyssoni,Nov.10,AN
Hirschfeldia incana,A-pastura,Astylus quadrilineatus,Nov.10,AN
Descurania argentina,A-pastura,Astylus quadrilineatus,Nov.10,AN
Malrubium vulgare,C-alfalfa,x,Nov.10,AN
Senecio sp.,A-pastura,Astylus quadrilineatus,Nov.10,AN
Turnera sidioides,A-pastura,Astylus quadrilineatus,Nov.10,AN
Foeniculum sp.,A-pastura,x,Nov.10,AN
Linaria texana,A-pastura,x,Nov.10,AN
Physalis mendocina,C-pastura,Psaenythia sp3,Nov.10,AN
Gaillardia megapotamica,C-pastura,Eurema deva,Nov.10,AN
Prosopidastrum globosum,C-pastura,Colletes sp4,Nov.10,AN
Clematis denticulata,C-pastura,x,Nov.10,AN
Rhynchosia senna,C-pastura,Apis mellifera,Nov.10,AN
Nierembergia aristata,C-pastura,x,Nov.10,AN
Sphaeralcea crispa,C-pastura,Astylus quadrilineatus,Nov.10,AN
Sphaeralcea crispa,C-pastura,Apis mellifera,Nov.10,AN
Solanum juvenale,C-pastura,x,Nov.10,AN
Turnera sidioides,C-pastura,x,Nov.10,AN
Verbena intermedia,C-pastura,x,Nov.10,AN
Hysterionica jasionoides,C-pastura,Callonychium sp1.,Nov.10,AN
Hysterionica jasionoides,C-pastura,Anthidium  vigintipunctatum,Nov.10,AN
Pfaffia gnaphaloides,C-pastura,x,Nov.10,AN
Prosopis caldenia,C-pastura,Apis mellifera,Nov.10,AN
Aloysia gratissima,C-pastura,x,Nov.10,AN
Thelesperma sp.,A-alfalfa,x,Nov.10,AN
Philibertia gilliesii,A-alfalfa,Apis mellifera,Nov.10,AN
Gaillardia megapotamica,A-alfalfa,Vanessa carye,Nov.10,AN
Prosopidastrum globosum,C-alfalfa,Apis mellifera,Nov.10,AN
Rhynchosia senna,C-alfalfa,Anthidium  vigintipunctatum,Nov.10,AN
Gaillardia megapotamica,A-alfalfa,Audre cosquinia,Nov.10,AN
Apium sp.,A-alfalfa,x,Nov.10,AN
Medicago sativa,A-alfalfa,Vanessa carye,Nov.10,AN
Viguiera anchusaefolia,C-alfalfa,x,Nov.10,AN
Condalia microphylla,C-alfalfa,Sarconesia chlorogaster,Nov.10,AN
Lycium chilense,C-alfalfa,Colletes sp4,Nov.10,AN
Rhynchosia senna,C-alfalfa,Anthidium  vigintipunctatum,Nov.10,AN
Rhynchosia senna,C-alfalfa,Coelioxys sp.,Nov.10,AN
Vicia linealifolia,A-pastura,x,Nov.10,AN
Taraxacum sp.,A-pastura,x,Nov.10,AN
Tragopogon sp.,A-pastura,x,Nov.10,AN
Geranium sp.,A-pastura,x,Nov.10,AN
Anoda cristata,C-pastura,x,Nov.10,AN
Viguiera anchusaefolia,C-pastura,Apis mellifera,Nov.10,AN
Thelesperma sp.,C-pastura,Bruchidius endotubercularis ,Nov.10,AN
Prosopis caldenia,C-pastura,Apis mellifera,Nov.10,AN
Clematis denticulata,C-pastura,Apis mellifera,Nov.10,AN
Solanum elaeagnifolium,C-pastura,Astylus quadrilineatus,Nov.10,AN
Melilotus oficinalis,A-pastura,x,Nov.10,AN
Nierembergia aristata,A-pastura,x,Nov.10,AN
Hysterionica jasionoides,C-pastura,Bruchidius endotubercularis ,Nov.10,AN
Sphaeralcea crispa,C-pastura,Astylus quadrilineatus,Nov.10,AN
Carduus nutans,A-alfalfa,Tatochila sp.,Dic.10,AN
Carduus nutans,A-alfalfa,Apis mellifera,Dic.10,AN
Hirschfeldia incana,A-alfalfa,Euptoieta claudia,Dic.10,AN
Conyza bonariensis,A-alfalfa,x,Dic.10,AN
Physalis mendocina,A-alfalfa,x,Dic.10,AN
Centaurea soltitialis,A-alfalfa,Tatochila sp.,Dic.10,AN
Centaurea soltitialis,A-alfalfa,Euptoieta claudia,Dic.10,AN
Solanum elaeagnifolium,A-alfalfa,x,Dic.10,AN
Pfaffia gnaphaloides,A-alfalfa,x,Dic.10,AN
Gaillardia megapotamica,A-alfalfa,x,Dic.10,AN
Lactuca serriola,A-alfalfa,x,Dic.10,AN
Cuscuta sp.,A-alfalfa,x,Dic.10,AN
Medicago sativa,A-alfalfa,Euptoieta claudia,Dic.10,AN
Medicago sativa,A-alfalfa,Centris brethesi,Dic.10,AN
Hirschfeldia incana,A-pastura,Tatochila sp.,Dic.10,AN
Hirschfeldia incana,A-pastura,Astylus quadrilineatus,Dic.10,AN
Carduus acanthoides,A-pastura,Chauliognatus scriptus,Dic.10,AN
Clematis denticulata,A-pastura,Trichopoda sp.1,Dic.10,AN
Solanum elaeagnifolium,A-pastura,x,Dic.10,AN
Rapistrum rugosum,A-pastura,x,Dic.10,AN
Rhynchosia senna,C-alfalfa,x,Dic.10,AN
Pfaffia gnaphaloides,C-alfalfa,Ammophila sp.,Dic.10,AN
Pfaffia gnaphaloides,C-alfalfa,Pyrgus communis,Dic.10,AN
Chuquiraga erinacea,C-alfalfa,x,Dic.10,AN
Sphaeralcea crispa,C-alfalfa,x,Dic.10,AN
Baccharis gilliesii,C-alfalfa,x,Dic.10,AN
Trixis papillosa,C-alfalfa,Tatochila sp.,Dic.10,AN
Trixis papillosa,C-alfalfa,Euptoieta claudia,Dic.10,AN
Trixis papillosa,C-alfalfa,Eurema deva,Dic.10,AN
Prosopidastrum globosum,C-pastura,x,Dic.10,AN
Clematis denticulata,C-pastura,x,Dic.10,AN
Nierembergia aristata,C-pastura,x,Dic.10,AN
Gaillardia megapotamica,C-pastura,x,Dic.10,AN
Baccharis gilliesii,C-pastura,Ammophila sp.,Dic.10,AN
Baccharis gilliesii,C-pastura,Euptoieta claudia,Dic.10,AN
Pfaffia gnaphaloides,C-pastura,x,Dic.10,AN
Thelesperma sp.,C-pastura,x,Dic.10,AN
Hyalis argentea,C-pastura,x,Dic.10,AN
Hysterionica jasionoides,C-pastura,x,Dic.10,AN
Viguiera anchusaefolia,C-pastura,x,Dic.10,AN
Solanum elaeagnifolium,C-pastura,x,Dic.10,AN
Medicago sativa,A-alfalfa,Xylocopa ordinaria,Dic.10,AN
Medicago sativa,A-alfalfa,Euptoieta claudia,Dic.10,AN
Carduus nutans,A-alfalfa,Tatochila sp.,Dic.10,AN
Diplotaxis tenuifolia,A-alfalfa,x,Dic.10,AN
Medicago sativa,A-alfalfa,Caupolicana lugubris,Dic.10,AN
Trixis papillosa,C-alfalfa,Euptoieta claudia,Dic.10,AN
Trixis papillosa,C-alfalfa,Tatochila sp.,Dic.10,AN
Hirschfeldia incana,A-alfalfa,Euptoieta claudia,Dic.10,AN
Verbena intermedia,A-alfalfa,x,Dic.10,AN
Carduus nutans,A-alfalfa,Hylephila phyleus,Dic.10,AN
Centaurea soltitialis,A-alfalfa,Euptoieta claudia,Dic.10,AN
Hirschfeldia incana,A-alfalfa,Megachile (Sayapis) mendozana,Dic.10,AN
Pfaffia gnaphaloides,A-alfalfa,x,Dic.10,AN
Hirschfeldia incana,A-pastura,Tatochila sp.,Dic.10,AN
Hirschfeldia incana,A-pastura,Euptoieta claudia,Dic.10,AN
Carduus acanthoides,A-pastura,Hylephila phyleus,Dic.10,AN
Clematis denticulata,A-pastura,Chauliognatus scriptus,Dic.10,AN
Hirschfeldia incana,A-pastura,Ligyra klugii,Dic.10,AN
Conyza bonariensis,A-pastura,x,Dic.10,AN
Carduus acanthoides,A-pastura,Chauliognatus scriptus,Dic.10,AN
Hirschfeldia incana,A-pastura,Megachile (Acentron) sp3,Dic.10,AN
Morrenia odorata,C-pastura,Apis mellifera,Dic.10,AN
Gaillardia megapotamica,C-pastura,Pyrgus communis,Dic.10,AN
Baccharis gilliesii,C-pastura,Pyrgus communis,Dic.10,AN
Viguiera anchusaefolia,C-pastura,x,Dic.10,AN
Schkuhria pinnata,A-pastura,x,Dic.10,AN
Carduus acanthoides,A-pastura,Hylephila phyleus,Ene.11,AN
Prosopis caldenia,C-pastura,Xylocopa ordinaria,Ene.11,AN
Baccharis ulicina,C-pastura,x,Ene.11,AN
Prosopidastrum globosum,C-pastura,x,Ene.11,AN
Glandularia hookeriana,C-pastura,x,Ene.11,AN
Thelesperma sp.,C-pastura,x,Ene.11,AN
Nierembergia aristata,C-pastura,x,Ene.11,AN
Bidens pilosa,C-pastura,x,Ene.11,AN
Prosopis caldenia,C-pastura,Xylocopa ordinaria,Ene.11,AN
Prosopis caldenia,C-pastura,Polistes buyssoni,Ene.11,AN
Aloysia gratissima,C-pastura,Ammophila sp.,Ene.11,AN
Verbena intermedia,C-pastura,x,Ene.11,AN
Rubiaceae,C-pastura,x,Ene.11,AN
Solanum elaeagnifolium,C-pastura,x,Ene.11,AN
Solanum juvenale,C-pastura,x,Ene.11,AN
Turnera sidioides,C-pastura,x,Ene.11,AN
Morrenia odorata,C-pastura,x,Ene.11,AN
Rhynchosia senna,C-pastura,x,Ene.11,AN
Turnera sidioides,C-alfalfa,x,Ene.11,AN
Carduus acanthoides,A-pastura,x,Ene.11,AN
Hirschfeldia incana,A-pastura,x,Ene.11,AN
Cirsium vulgare,A-pastura,x,Ene.11,AN
Turnera sidioides,A-alfalfa,x,Ene.11,AN
Hirschfeldia incana,A-alfalfa,x,Ene.11,AN
Thelesperma sp.,A-alfalfa,x,Ene.11,AN
Physalis mendocina,A-alfalfa,x,Ene.11,AN
Medicago sativa,A-alfalfa,Coleas lesbia,Ene.11,AN
Cuscuta sp.,A-alfalfa,x,Ene.11,AN
Solanum elaeagnifolium,A-alfalfa,x,Ene.11,AN
Centaurea soltitialis,A-alfalfa,x,Ene.11,AN
Nierembergia aristata,A-alfalfa,x,Ene.11,AN
Conyza bonariensis,A-alfalfa,x,Ene.11,AN
Carduus acanthoides,A-pastura,Hylephila phyleus,Ene.11,AN
Cirsium vulgare,A-pastura,Hylephila phyleus,Ene.11,AN
Verbena intermedia,A-pastura,x,Ene.11,AN
Carduus acanthoides,A-pastura,Ammophila sp.,Ene.11,AN
Turnera sidioides,A-pastura,x,Ene.11,AN
Centaurea soltitialis,A-pastura,x,Ene.11,AN
Schkuhria pinnata,A-pastura,x,Ene.11,AN
Hirschfeldia incana,A-pastura,Tatochila sp.,Ene.11,AN
Anoda cristata,C-pastura,x,Ene.11,AN
Pfaffia gnaphaloides,A-alfalfa,x,Ene.11,AN
Nierembergia aristata,A-alfalfa,x,Ene.11,AN
Carduus acanthoides,A-alfalfa,x,Ene.11,AN
Gaillardia megapotamica,A-alfalfa,x,Ene.11,AN
Medicago sativa,A-alfalfa,coleas lesbia,Ene.11,AN
Medicago sativa,A-alfalfa,Tatochila sp.,Ene.11,AN
Hirschfeldia incana,A-alfalfa,Tatochila sp.,Ene.11,AN
Carduus acanthoides,A-pastura,Tatochila sp.,Ene.11,AN
Carduus acanthoides,A-pastura,Danaus sp.,Ene.11,AN
Cirsium vulgare,A-pastura,Xylocopa ordinaria,Ene.11,AN
Gamochaeta sp.,A-pastura,x,Ene.11,AN
Medicago sativa,A-alfalfa,Euptoieta claudia,Ene.11,AN
Cuscuta sp.,A-alfalfa,Ammophila sp.,Ene.11,AN
Cuscuta sp.,A-alfalfa,Polistes buyssoni,Ene.11,AN
Rubiaceae,C-pastura,Ammophila sp.,Ene.11,AN
Pfaffia gnaphaloides,C-pastura,x,Ene.11,AN
Viguiera anchusaefolia,C-pastura,x,Ene.11,AN
Medicago sativa,A-alfalfa,Pyrgus communis,feb.11,AN
Medicago sativa,A-alfalfa,Apis mellifera,feb.11,AN
Medicago sativa,A-alfalfa,Danaus sp.,feb.11,AN
Medicago sativa,A-alfalfa,Euptoieta claudia,feb.11,AN
Medicago sativa,A-alfalfa,Rachiplusia nu,feb.11,AN
Medicago sativa,A-alfalfa,Coleas lesbia,feb.11,AN
Medicago sativa,A-alfalfa,Vanessa carye,feb.11,AN
Medicago sativa,A-alfalfa,Strymon eurytulus,feb.11,AN
Medicago sativa,A-alfalfa,Tatochila sp.,feb.11,AN
Schkuhria pinnata,A-alfalfa,x,feb.11,AN
Gaillardia megapotamica,A-alfalfa,x,feb.11,AN
Physalis mendocina,A-alfalfa,x,feb.11,AN
Gamochaeta sp.,A-alfalfa,x,feb.11,AN
Salsola kali,A-alfalfa,Apis mellifera,feb.11,AN
Thelesperma sp.,A-alfalfa,Tatochila sp.,feb.11,AN
Thelesperma sp.,A-alfalfa,Audre cosquinia,feb.11,AN
Pfaffia gnaphaloides,A-alfalfa,x,feb.11,AN
Centaurea soltitialis,A-alfalfa,x,feb.11,AN
Cuscuta sp.,A-alfalfa,x,feb.11,AN
Baccharis ulicina,C-pastura,Apis mellifera,feb.11,AN
Baccharis ulicina,C-pastura,Strymon eurytulus,feb.11,AN
Baccharis ulicina,C-pastura,Ammophila sp.,feb.11,AN
Baccharis ulicina,C-pastura,Rachiplusia nu,feb.11,AN
Baccharis ulicina,C-pastura,Polistes buyssoni,feb.11,AN
Baccharis ulicina,C-pastura,Monobia candei,feb.11,AN
Prosopidastrum globosum,C-pastura,x,feb.11,AN
Viguiera anchusaefolia,C-pastura,Coleas lesbia,feb.11,AN
Viguiera anchusaefolia,C-pastura,Eurema deva,feb.11,AN
Viguiera anchusaefolia,C-pastura,Tachinidae sp4,feb.11,AN
Rhynchosia senna,C-pastura,x,feb.11,AN
Verbena intermedia,C-pastura,x,feb.11,AN
Aloysia gratissima,C-pastura,Strymon eurytulus,feb.11,AN
Glandularia hookeriana,C-pastura,x,feb.11,AN
Bidens pilosa,C-pastura,x,feb.11,AN
Sphaeralcea crispa,C-pastura,x,feb.11,AN
Condalia microphylla,C-pastura,Polistes buyssoni,feb.11,AN
Hirschfeldia incana,A-pastura,x,Feb.11,AN
Carduus acanthoides,A-pastura,Tatochila sp.,Feb.11,AN
Carduus acanthoides,A-pastura,Danaus sp.,Feb.11,AN
Carduus acanthoides,A-pastura,Rachiplusia nu,Feb.11,AN
Cirsium vulgare,A-pastura,Chauliognatus scriptus,Feb.11,AN
Cirsium vulgare,A-pastura,Lerodea eufala,Feb.11,AN
Conyza bonariensis,A-pastura,x,Feb.11,AN
Verbena intermedia,A-pastura,x,Feb.11,AN
Baccharis ulicina,C-pastura,Pyrgus communis,feb.11,AN
Nierembergia aristata,C-pastura,x,feb.11,AN
Thelesperma sp.,C-pastura,x,feb.11,AN
Cirsium vulgare,A-pastura,Vanessa carye,Feb.11,AN
Cirsium vulgare,A-pastura,Hyles sp.,Feb.11,AN
Cirsium vulgare,A-pastura,Hylephila phyleus,Feb.11,AN
Cirsium vulgare,A-pastura,Tatochila sp.,Feb.11,AN
Solanum elaeagnifolium,A-pastura,x,Feb.11,AN
Schkuhria pinnata,A-pastura,x,Feb.11,AN
Carduus acanthoides,A-pastura,Ammophila sp.,Feb.11,AN
Carduus acanthoides,A-pastura,Coleas lesbia,Feb.11,AN
Carduus acanthoides,A-pastura,Euptoieta claudia,Feb.11,AN
Carduus acanthoides,A-pastura,Hylephila phyleus,Feb.11,AN
Carduus acanthoides,A-pastura,Hyles sp.,Feb.11,AN
Medicago sativa,A-alfalfa,Strymon eurytulus,feb.11,AN
Verbena intermedia,A-alfalfa,x,feb.11,AN
Medicago sativa,A-alfalfa,Lerodea eufala,feb.11,AN
Centaurea soltitialis,A-alfalfa,x,feb.11,AN
Gamochaeta sp.,A-alfalfa,x,feb.11,AN
Diplotaxis tenuifolia,A-alfalfa,x,feb.11,AN
Hirschfeldia incana,A-alfalfa,Tatochila sp.,feb.11,AN
Pfaffia gnaphaloides,A-alfalfa,Euptoieta claudia,feb.11,AN
Pfaffia gnaphaloides,A-alfalfa,Ammophila sp.,feb.11,AN
Cuscuta sp.,A-alfalfa,Chauliognatus scriptus,feb.11,AN
Schkuhria pinnata,A-alfalfa,Pseudodoros clavatus,feb.11,AN
Medicago sativa,A-alfalfa,Parasystoechus sp.,feb.11,AN
Medicago sativa,A-alfalfa,Euptoieta claudia,feb.11,AN
Medicago sativa,A-alfalfa,Eurema deva,feb.11,AN
Medicago sativa,A-alfalfa,Danaus sp.,feb.11,AN
Hirschfeldia incana,A-pastura,Apis mellifera,Feb.11,AN
Hirschfeldia incana,A-pastura,Hylephila phyleus,Feb.11,AN
Clematis denticulata,A-pastura,x,Feb.11,AN
Cirsium vulgare,A-pastura,Hylephila phyleus,Feb.11,AN
Cirsium vulgare,A-pastura,Tatochila sp.,Feb.11,AN
Hysterionica jasionoides,C-pastura,x,Feb.11,AN
Schkuhria pinnata,A-alfalfa,x,Mar.11,AN
Conyza bonariensis,A-alfalfa,x,Mar.11,AN
Centaurea soltitialis,A-alfalfa,x,Mar.11,AN
Bidens pilosa,A-alfalfa,x,Mar.11,AN
Medicago sativa,A-alfalfa,x,Mar.11,AN
Hirschfeldia incana,A-alfalfa,x,Mar.11,AN
Anoda cristata,A-alfalfa,x,Mar.11,AN
Cuscuta sp.,A-alfalfa,x,Mar.11,AN
Bidens pilosa,C-alfalfa,x,Mar.11,AN
Salsola kali,C-alfalfa,x,Mar.11,AN
